household_ID,month,consumption
ID2626,2023-08-31,65
ID1218,2024-04-30,64
ID3601,2023-05-31,
ID1764,2024-06-30,118
ID3066,2023-07-31,114
ID2055,2022-12-31,2
ID1910,2024-01-31,39
ID0969,2022-11-30,151
ID3631,2023-12-31,97
ID1523,2024-05-31,98
ID1750,2023-01-31,151
ID0333,2023-08-31,51
ID0045,2022-10-31,115
ID1836,2023-06-30,24
ID3688,2023-03-31,34
ID2378,2024-04-30,102
ID3960,2024-05-31,87
ID0505,2023-05-31,108
ID3928,2022-12-31,149
ID1232,2023-02-28,110
ID2661,2024-08-31,46
ID0594,2022-11-30,54
ID3417,2023-06-30,69
ID1434,2023-01-31,67
ID1233,2023-03-31,120
ID3565,2023-01-31,166
ID3918,2023-04-30,83
ID3873,2023-04-30,42
ID1261,2024-07-31,80
ID0543,2024-10-31,341
ID1169,2023-07-31,50
ID0417,2023-08-31,606
ID2448,2022-10-31,210
ID2592,2024-09-30,5
ID1456,2023-10-31,60
ID2556,2024-04-30,68
ID3979,2024-09-30,128
ID3628,2023-03-31,36
ID3423,2024-01-31,73
ID3133,2023-12-31,138
ID3610,2024-05-31,186
ID1245,2024-08-31,75
ID2039,2024-09-30,57
ID0238,2022-10-31,67
ID1079,2023-12-31,406
ID1253,2023-08-31,43
ID3522,2023-03-31,64
ID2494,2023-06-30,131
ID1526,2024-04-30,61
ID2502,2024-06-30,124
ID1041,2023-04-30,91
ID2345,2024-05-31,64
ID3726,2023-05-31,123
ID3567,2022-10-31,47
ID0996,2022-10-31,18
ID3406,2023-04-30,90
ID1027,2023-08-31,131
ID0674,2024-04-30,48
ID1187,2023-05-31,66
ID3382,2023-04-30,62
ID0025,2024-07-31,51
ID2470,2024-10-31,144
ID0356,2024-01-31,245
ID3204,2024-01-31,126
ID0604,2024-09-30,101
ID0399,2024-04-30,147
ID3151,2023-10-31,97
ID3527,2024-10-31,292
ID2965,2022-11-30,4
ID2024,2023-07-31,49
ID2565,2022-11-30,57
ID1386,2024-10-31,81
ID3319,2024-01-31,89
ID3098,2024-05-31,297
ID1269,2022-12-31,0
ID1517,2023-05-31,68
ID2962,2023-03-31,123
ID1270,2024-06-30,88
ID0992,2022-11-30,182
ID3971,2023-01-31,89
ID0358,2024-01-31,146
ID3822,2022-10-31,156
ID0665,2022-11-30,30
ID1581,2023-04-30,278
ID3832,2024-10-31,66
ID0086,2023-01-31,96
ID1338,2023-09-30,128
ID3868,2024-05-31,170
ID0226,2024-05-31,112
ID2215,2024-02-29,57
ID1008,2023-12-31,84
ID1698,2023-08-31,83
ID1419,2024-05-31,62
ID3872,2023-05-31,38
ID2114,2024-07-31,222
ID1087,2023-12-31,137
ID0597,2023-01-31,188
ID1197,2023-10-31,194
ID3480,2024-01-31,493
ID2590,2024-03-31,122
ID1021,2024-10-31,38
ID1919,2024-07-31,4
ID3960,2024-08-31,76
ID2159,2024-02-29,56
ID2052,2023-06-30,69
ID2807,2023-09-30,100
ID1132,2024-05-31,1416
ID1997,2023-11-30,193
ID3531,2023-12-31,12
ID2169,2022-12-31,69
ID3292,2023-10-31,183
ID0054,2023-08-31,105
ID4055,2023-07-31,94
ID3288,2023-10-31,1
ID2599,2023-09-30,151
ID1499,2023-08-31,188
ID1744,2024-05-31,51
ID2073,2023-12-31,63
ID3647,2023-05-31,319
ID3797,2023-06-30,91
ID3937,2024-09-30,112
ID2243,2023-09-30,102
ID2425,2023-02-28,90
ID2583,2024-08-31,194
ID1620,2023-10-31,274
ID3228,2024-04-30,220
ID3201,2023-10-31,0
ID1076,2022-12-31,66
ID0523,2023-08-31,76
ID1152,2023-04-30,49
ID0189,2022-11-30,362
ID3600,2024-08-31,573
ID3012,2024-04-30,10
ID2941,2024-02-29,62
ID2559,2023-02-28,215
ID2644,2024-10-31,41
ID0030,2023-07-31,49
ID2194,2024-10-31,305
ID2722,2023-12-31,81
ID3573,2023-09-30,76
ID2978,2024-06-30,62
ID1116,2024-06-30,35
ID1987,2023-11-30,115
ID0167,2022-12-31,0
ID3931,2023-11-30,12
ID0675,2024-08-31,169
ID2355,2024-09-30,253
ID3186,2023-02-28,81
ID1053,2023-02-28,208
ID0040,2024-02-29,61
ID0105,2023-01-31,149
ID2197,2024-02-29,7
ID2504,2023-09-30,85
ID0567,2023-11-30,71
ID2571,2024-09-30,92
ID0534,2024-10-31,95
ID0295,2023-01-31,107
ID0645,2024-04-30,88
ID0102,2024-04-30,178
ID3444,2023-10-31,376
ID0564,2024-04-30,163
ID3156,2023-07-31,182
ID1583,2022-12-31,108
ID0323,2023-07-31,122
ID3800,2023-04-30,126
ID2126,2023-02-28,96
ID0462,2024-05-31,30
ID2628,2024-01-31,261
ID0894,2024-06-30,90
ID3252,2024-07-31,60
ID2928,2023-02-28,137
ID2478,2023-08-31,0
ID2854,2024-02-29,242
ID3942,2024-09-30,65
ID3209,2024-02-29,0
ID0958,2023-06-30,144
ID3021,2023-05-31,85
ID2752,2023-01-31,90
ID0026,2022-11-30,170
ID1524,2023-03-31,79
ID2891,2022-12-31,140
ID0354,2023-01-31,35
ID2275,2024-08-31,191
ID3201,2022-10-31,42
ID1264,2023-02-28,56
ID2791,2023-05-31,80
ID3059,2023-04-30,295
ID3744,2024-08-31,85
ID0274,2024-03-31,152
ID2603,2022-12-31,124
ID1958,2023-10-31,1
ID0683,2024-10-31,86
ID1012,2024-06-30,60
ID0236,2023-06-30,86
ID0641,2023-10-31,157
ID0546,2024-01-31,245
ID2750,2022-11-30,82
ID1274,2023-07-31,171
ID0731,2024-08-31,279
ID0189,2023-03-31,338
ID1465,2023-08-31,124
ID1262,2024-04-30,704
ID2457,2024-09-30,78
ID1941,2024-06-30,75
ID0766,2023-04-30,82
ID3962,2023-01-31,68
ID0970,2024-06-30,74
ID3580,2022-11-30,141
ID3677,2024-01-31,141
ID3879,2023-12-31,127
ID3985,2022-11-30,94
ID0441,2022-11-30,60
ID1142,2024-01-31,520
ID2235,2024-04-30,64
ID3212,2024-06-30,74
ID0288,2024-04-30,62
ID2718,2022-12-31,131
ID0560,2024-10-31,90
ID3134,2023-09-30,83
ID2798,2023-06-30,186
ID1053,2022-11-30,219
ID3698,2023-05-31,95
ID0003,2024-01-31,205
ID0467,2023-08-31,545
ID3971,2024-08-31,76
ID0246,2022-11-30,310
ID2772,2023-10-31,67
ID2499,2023-10-31,65
ID3341,2024-05-31,560
ID0019,2023-12-31,77
ID1920,2023-09-30,118
ID1503,2024-02-29,61
ID2805,2024-01-31,72
ID2335,2023-02-28,288
ID2831,2024-03-31,91
ID3745,2024-07-31,148
ID3287,2023-11-30,96
ID1231,2024-08-31,112
ID3609,2023-12-31,9
ID2832,2024-02-29,143
ID3936,2023-08-31,100
ID0646,2024-10-31,0
ID2990,2024-10-31,105
ID0816,2024-09-30,68
ID0487,2023-06-30,281
ID0422,2023-06-30,89
ID3428,2023-12-31,21
ID1974,2024-02-29,137
ID2343,2024-07-31,42
ID1798,2023-12-31,131
ID2339,2024-03-31,65
ID3999,2023-08-31,15
ID2967,2023-12-31,825
ID3822,2024-06-30,217
ID2645,2024-10-31,101
ID0859,2023-12-31,116
ID1031,2023-07-31,117
ID0700,2024-06-30,97
ID2605,2024-06-30,124
ID2245,2024-08-31,65
ID1834,2023-07-31,110
ID2122,2024-10-31,155
ID2696,2023-01-31,117
ID0697,2023-05-31,13
ID4054,2022-12-31,135
ID2612,2024-04-30,84
ID0546,2023-05-31,157
ID0259,2023-11-30,80
ID0820,2023-06-30,122
ID4015,2024-07-31,87
ID2265,2023-03-31,100
ID0612,2024-08-31,218
ID0441,2024-08-31,69
ID1853,2022-11-30,120
ID2048,2023-09-30,105
ID2677,2023-05-31,99
ID2788,2023-11-30,164
ID0878,2023-09-30,80
ID1423,2024-05-31,144
ID3299,2023-09-30,198
ID2528,2023-12-31,145
ID3368,2024-10-31,153
ID0515,2024-01-31,99
ID3298,2023-07-31,138
ID2350,2024-05-31,363
ID2437,2023-07-31,106
ID2693,2022-11-30,0
ID0548,2023-10-31,49
ID1468,2023-07-31,73
ID1977,2024-04-30,70
ID3680,2022-12-31,89
ID1181,2022-10-31,47
ID1929,2023-08-31,96
ID0957,2024-08-31,177
ID2879,2022-11-30,46
ID3475,2023-07-31,229
ID0765,2023-12-31,216
ID2595,2023-10-31,40
ID1846,2023-09-30,186
ID0146,2024-01-31,165
ID1688,2023-01-31,34
ID3762,2024-05-31,148
ID2598,2024-03-31,107
ID1642,2023-03-31,160
ID1810,2023-10-31,95
ID2525,2024-06-30,81
ID0486,2024-07-31,116
ID0679,2023-09-30,93
ID1891,2024-07-31,42
ID1706,2024-01-31,36
ID2439,2024-04-30,389
ID0761,2023-01-31,185
ID3852,2024-09-30,128
ID1646,2024-05-31,303
ID4035,2023-09-30,87
ID3575,2024-10-31,65
ID0291,2023-05-31,62
ID0986,2023-07-31,194
ID0415,2024-09-30,116
ID1823,2023-11-30,54
ID2540,2023-10-31,73
ID4024,2024-07-31,59
ID3540,2023-05-31,331
ID1835,2024-07-31,106
ID0642,2024-02-29,43
ID2733,2024-04-30,120
ID1273,2023-03-31,206
ID0095,2023-06-30,72
ID0305,2023-12-31,88
ID1194,2024-05-31,88
ID0183,2023-09-30,19
ID0375,2023-05-31,124
ID3722,2023-01-31,101
ID1100,2024-04-30,164
ID2699,2022-11-30,25
ID0494,2024-10-31,90
ID3554,2024-10-31,99
ID2194,2023-11-30,227
ID0843,2024-10-31,222
ID3212,2023-11-30,55
ID1769,2024-03-31,75
ID0406,2024-05-31,392
ID1700,2024-04-30,168
ID0908,2023-04-30,176
ID1694,2023-08-31,197
ID1512,2022-10-31,201
ID1955,2024-08-31,142
ID1834,2024-07-31,88
ID0875,2022-12-31,45
ID3065,2023-01-31,54
ID1225,2024-05-31,252
ID2111,2022-12-31,44
ID0297,2023-04-30,109
ID1635,2023-04-30,62
ID3266,2023-08-31,184
ID3943,2022-11-30,66
ID0584,2023-05-31,71
ID0891,2024-03-31,0
ID3537,2023-10-31,114
ID0139,2023-06-30,132
ID3471,2023-06-30,288
ID3257,2022-11-30,76
ID1609,2023-12-31,50
ID2348,2023-02-28,65
ID3589,2024-07-31,84
ID3631,2023-01-31,89
ID2467,2024-10-31,102
ID0586,2024-07-31,140
ID2218,2023-10-31,173
ID1940,2024-02-29,24
ID1721,2023-01-31,190
ID1895,2023-03-31,187
ID3402,2024-09-30,60
ID2984,2023-11-30,49
ID1049,2023-06-30,101
ID1023,2023-08-31,56
ID3890,2024-08-31,98
ID3104,2024-09-30,149
ID3133,2024-04-30,162
ID2608,2023-09-30,162
ID2191,2023-09-30,30
ID3855,2023-10-31,32
ID3329,2024-04-30,69
ID3963,2024-10-31,98
ID0074,2023-11-30,34
ID2735,2023-08-31,357
ID3867,2023-08-31,252
ID0125,2023-03-31,150
ID1790,2022-11-30,250
ID1624,2022-12-31,113
ID0250,2023-09-30,184
ID2635,2022-10-31,66
ID3377,2023-07-31,78
ID1790,2023-02-28,212
ID2052,2022-12-31,46
ID3985,2023-03-31,77
ID1080,2023-12-31,104
ID3033,2023-03-31,72
ID3556,2023-01-31,73
ID0540,2023-06-30,83
ID0505,2023-07-31,90
ID0908,2024-08-31,135
ID1662,2023-12-31,45
ID2027,2024-03-31,349
ID2716,2023-03-31,158
ID1278,2022-11-30,80
ID4062,2024-04-30,174
ID1465,2024-03-31,108
ID2400,2023-01-31,127
ID0745,2023-10-31,73
ID2820,2023-11-30,25
ID1423,2022-11-30,135
ID2747,2024-03-31,44
ID1139,2024-02-29,142
ID2290,2024-01-31,9
ID0967,2024-04-30,82
ID1204,2023-01-31,64
ID2483,2023-10-31,144
ID3961,2023-01-31,53
ID3507,2024-08-31,160
ID0568,2023-09-30,187
ID3270,2024-08-31,70
ID1326,2023-01-31,42
ID2767,2023-02-28,117
ID3022,2023-06-30,143
ID1692,2022-12-31,118
ID2688,2024-07-31,32
ID1788,2023-02-28,23
ID0525,2024-04-30,141
ID1861,2023-06-30,44
ID1795,2023-09-30,24
ID2181,2023-03-31,39
ID1904,2024-03-31,24
ID0974,2023-12-31,61
ID1636,2023-02-28,41
ID1268,2023-05-31,29
ID3080,2024-09-30,146
ID2368,2024-03-31,148
ID3221,2023-02-28,54
ID3968,2024-09-30,173
ID3790,2024-08-31,169
ID1196,2022-11-30,186
ID2654,2023-11-30,111
ID2708,2022-11-30,145
ID0462,2023-05-31,34
ID3584,2024-02-29,160
ID1203,2023-06-30,205
ID0391,2024-02-29,166
ID1305,2023-07-31,140
ID3553,2024-06-30,71
ID1518,2023-01-31,113
ID0168,2023-03-31,104
ID2998,2024-04-30,290
ID2347,2024-08-31,51
ID1815,2024-10-31,59
ID3470,2022-11-30,9
ID2513,2023-05-31,125
ID3221,2024-03-31,97
ID1316,2024-04-30,126
ID3188,2023-05-31,104
ID1436,2023-06-30,116
ID0193,2024-10-31,106
ID3797,2023-01-31,74
ID4012,2023-11-30,43
ID1128,2024-03-31,149
ID1988,2024-09-30,33
ID2129,2022-11-30,
ID4038,2023-12-31,68
ID2622,2024-01-31,272
ID1267,2024-10-31,150
ID0617,2024-07-31,128
ID2419,2024-08-31,213
ID0225,2022-12-31,144
ID0485,2024-03-31,23
ID1476,2024-03-31,54
ID0742,2023-07-31,79
ID2568,2024-07-31,206
ID1660,2024-05-31,73
ID0595,2024-09-30,147
ID3355,2023-10-31,123
ID3989,2022-10-31,147
ID2580,2024-03-31,104
ID1137,2024-05-31,9
ID1813,2024-02-29,73
ID2542,2022-10-31,14
ID0051,2024-07-31,68
ID3809,2024-01-31,98
ID2051,2023-03-31,143
ID1604,2024-02-29,230
ID0096,2022-12-31,200
ID0411,2023-09-30,83
ID3948,2023-06-30,133
ID1269,2024-09-30,5
ID3807,2023-10-31,68
ID3645,2023-01-31,450
ID1469,2023-08-31,85
ID1687,2024-10-31,211
ID1102,2023-04-30,140
ID3853,2024-08-31,108
ID1566,2023-09-30,0
ID0533,2023-05-31,248
ID3474,2023-01-31,22
ID0384,2024-10-31,84
ID3465,2023-12-31,172
ID1748,2024-02-29,15
ID1943,2024-01-31,
ID0951,2024-10-31,285
ID0224,2024-06-30,37
ID1205,2024-03-31,200
ID1925,2024-09-30,159
ID3158,2022-11-30,27
ID1882,2023-11-30,21
ID1600,2024-07-31,304
ID0584,2023-08-31,79
ID1001,2022-11-30,
ID3434,2023-03-31,47
ID2177,2023-02-28,84
ID0348,2023-04-30,454
ID2294,2022-10-31,81
ID3525,2024-01-31,98
ID0382,2023-10-31,62
ID0116,2024-08-31,97
ID0443,2023-02-28,108
ID1514,2024-05-31,90
ID3168,2023-10-31,105
ID3093,2022-10-31,40
ID0692,2023-09-30,137
ID2670,2023-01-31,88
ID2665,2023-11-30,11
ID3056,2024-03-31,76
ID1901,2023-10-31,93
ID3301,2024-05-31,113
ID2690,2023-03-31,90
ID2738,2024-02-29,135
ID0682,2023-04-30,101
ID3741,2023-12-31,113
ID3915,2024-07-31,91
ID0560,2024-01-31,90
ID0784,2023-11-30,0
ID3629,2022-10-31,224
ID3780,2023-12-31,169
ID2572,2023-04-30,52
ID1376,2024-06-30,8
ID1677,2024-07-31,344
ID2719,2023-02-28,68
ID2401,2023-07-31,27
ID0503,2023-04-30,46
ID0251,2024-10-31,124
ID1373,2024-07-31,67
ID1426,2022-10-31,150
ID1966,2023-12-31,126
ID1128,2023-11-30,155
ID1281,2024-09-30,50
ID1413,2023-10-31,77
ID0602,2023-04-30,179
ID2201,2023-05-31,118
ID1100,2023-06-30,148
ID3330,2023-06-30,125
ID2585,2024-01-31,88
ID2504,2022-12-31,122
ID1219,2024-01-31,58
ID2788,2023-09-30,206
ID2439,2024-06-30,0
ID0744,2023-05-31,113
ID3571,2023-05-31,65
ID2334,2023-05-31,94
ID3102,2023-02-28,77
ID1896,2022-10-31,168
ID1991,2024-08-31,135
ID2670,2024-01-31,124
ID3886,2023-08-31,33
ID0007,2024-07-31,79
ID1816,2023-07-31,344
ID3685,2022-12-31,80
ID3223,2024-05-31,166
ID3076,2022-11-30,128
ID2308,2023-06-30,111
ID0416,2023-08-31,975
ID3601,2023-03-31,165
ID1339,2023-10-31,68
ID2817,2024-01-31,183
ID1637,2023-04-30,79
ID3275,2024-06-30,0
ID1777,2023-06-30,33
ID0493,2024-03-31,51
ID0106,2024-01-31,157
ID1583,2023-03-31,283
ID0228,2022-10-31,71
ID3831,2024-01-31,92
ID1733,2023-09-30,46
ID2694,2024-02-29,4
ID1207,2024-05-31,57
ID3072,2024-04-30,161
ID0170,2023-10-31,26
ID2074,2023-05-31,6
ID3251,2022-10-31,102
ID1364,2024-02-29,176
ID0726,2022-12-31,86
ID2558,2023-02-28,129
ID0346,2024-03-31,101
ID0456,2023-11-30,52
ID0029,2023-08-31,88
ID2358,2024-05-31,141
ID3740,2023-08-31,87
ID2335,2023-11-30,318
ID3676,2022-10-31,75
ID0287,2023-03-31,163
ID2432,2024-05-31,104
ID3512,2024-02-29,122
ID0183,2023-12-31,17
ID3470,2023-07-31,118
ID0408,2024-09-30,67
ID2028,2023-06-30,101
ID1111,2024-05-31,286
ID1051,2023-04-30,335
ID3021,2024-03-31,4
ID3539,2023-10-31,2
ID3788,2023-11-30,19
ID1322,2023-07-31,142
ID0295,2024-10-31,105
ID1480,2023-12-31,134
ID0077,2023-10-31,83
ID0403,2022-10-31,95
ID1178,2023-01-31,48
ID0908,2024-02-29,137
ID0254,2022-10-31,91
ID3027,2023-10-31,99
ID3876,2024-03-31,276
ID3611,2024-07-31,110
ID0487,2022-11-30,164
ID1190,2024-01-31,19
ID0986,2023-05-31,196
ID3987,2023-06-30,205
ID1800,2024-08-31,63
ID0531,2022-11-30,234
ID1321,2023-12-31,203
ID3083,2023-11-30,18
ID0356,2024-06-30,268
ID1975,2024-06-30,85
ID1345,2023-09-30,268
ID2442,2023-01-31,70
ID1350,2023-01-31,258
ID0646,2024-08-31,0
ID0149,2023-04-30,318
ID1315,2023-07-31,114
ID4035,2023-12-31,70
ID1378,2024-10-31,229
ID1160,2024-01-31,113
ID1704,2023-05-31,150
ID0747,2023-11-30,133
ID3644,2022-12-31,127
ID3234,2023-01-31,33
ID3085,2022-10-31,179
ID1665,2023-10-31,232
ID2879,2022-10-31,55
ID3433,2024-01-31,64
ID3792,2023-09-30,297
ID1052,2024-04-30,87
ID3111,2022-12-31,248
ID0531,2023-04-30,139
ID2319,2023-09-30,82
ID1233,2024-10-31,118
ID0021,2024-07-31,0
ID3790,2023-04-30,128
ID3539,2023-01-31,161
ID1651,2023-07-31,152
ID1685,2023-06-30,122
ID1865,2024-03-31,46
ID2935,2024-07-31,10
ID3778,2023-02-28,42
ID2703,2023-02-28,120
ID1668,2024-05-31,158
ID2260,2023-05-31,94
ID1481,2023-07-31,213
ID2492,2024-07-31,59
ID1689,2023-09-30,179
ID1660,2023-07-31,119
ID3793,2022-11-30,31
ID2987,2023-08-31,162
ID2258,2023-06-30,34
ID3253,2023-10-31,294
ID0525,2024-01-31,102
ID3466,2023-04-30,332
ID3194,2024-09-30,58
ID1672,2024-06-30,195
ID0687,2023-09-30,51
ID0989,2022-11-30,37
ID3719,2023-02-28,45
ID2159,2023-04-30,37
ID3044,2023-11-30,131
ID1198,2024-01-31,60
ID2447,2022-12-31,4
ID2721,2023-11-30,3
ID1641,2022-10-31,147
ID3576,2024-02-29,67
ID2635,2023-06-30,46
ID1524,2023-08-31,99
ID3620,2023-05-31,173
ID3812,2022-12-31,1
ID2744,2022-10-31,132
ID1060,2023-06-30,0
ID2125,2024-04-30,0
ID0636,2024-01-31,89
ID0058,2024-07-31,44
ID0654,2022-10-31,191
ID0027,2024-03-31,78
ID1117,2024-08-31,120
ID0696,2024-02-29,184
ID3464,2024-10-31,121
ID1195,2024-08-31,48
ID0843,2023-05-31,307
ID1847,2024-10-31,219
ID1147,2022-11-30,23
ID1962,2022-10-31,54
ID2124,2024-09-30,0
ID0840,2023-09-30,251
ID2557,2024-07-31,95
ID0579,2023-12-31,114
ID3015,2023-11-30,140
ID3783,2024-05-31,339
ID2430,2024-08-31,100
ID1208,2024-04-30,335
ID0015,2024-07-31,87
ID2764,2023-03-31,254
ID2313,2023-12-31,204
ID2723,2023-07-31,105
ID2449,2024-06-30,78
ID2446,2022-12-31,75
ID1505,2022-11-30,112
ID1681,2023-03-31,121
ID1753,2023-04-30,88
ID1741,2024-06-30,146
ID1168,2023-03-31,74
ID1591,2024-01-31,114
ID0968,2024-03-31,96
ID1112,2024-02-29,42
ID0841,2024-05-31,605
ID1151,2024-02-29,106
ID3466,2023-12-31,311
ID2602,2024-01-31,56
ID3296,2023-08-31,112
ID1392,2023-01-31,177
ID1231,2023-08-31,146
ID1198,2023-09-30,42
ID1401,2024-07-31,13
ID2453,2023-05-31,115
ID0036,2024-05-31,75
ID3353,2024-04-30,98
ID1078,2023-11-30,181
ID3527,2023-06-30,137
ID1196,2024-10-31,254
ID1737,2022-10-31,121
ID2703,2023-07-31,92
ID2680,2024-09-30,90
ID0377,2023-11-30,181
ID3468,2023-10-31,142
ID1952,2023-11-30,104
ID1067,2023-07-31,131
ID1236,2023-02-28,181
ID3280,2024-10-31,75
ID3311,2023-06-30,264
ID3589,2023-04-30,85
ID3312,2022-11-30,142
ID3002,2022-10-31,5
ID3991,2023-12-31,139
ID0971,2024-09-30,100
ID3830,2023-02-28,41
ID2595,2022-12-31,48
ID0199,2022-10-31,42
ID0113,2024-03-31,171
ID0677,2023-04-30,1
ID3830,2023-03-31,52
ID4050,2023-09-30,54
ID1536,2023-04-30,99
ID2419,2024-04-30,173
ID3753,2023-04-30,0
ID0339,2023-10-31,75
ID0473,2023-09-30,81
ID0157,2022-10-31,54
ID0218,2022-10-31,39
ID0329,2023-03-31,56
ID2443,2024-09-30,62
ID2152,2023-05-31,143
ID3690,2024-03-31,178
ID3558,2023-08-31,178
ID1916,2022-12-31,175
ID0514,2023-05-31,91
ID2297,2023-12-31,63
ID0447,2023-05-31,59
ID0821,2023-11-30,68
ID3161,2022-10-31,19
ID3008,2024-01-31,100
ID2311,2024-02-29,177
ID0206,2023-12-31,126
ID3665,2024-04-30,190
ID2599,2022-11-30,86
ID0870,2022-11-30,131
ID3318,2023-02-28,0
ID2385,2022-12-31,48
ID0942,2023-12-31,108
ID2658,2023-12-31,25
ID3444,2023-08-31,337
ID2311,2023-01-31,12
ID3219,2024-06-30,82
ID1567,2023-05-31,108
ID2526,2022-11-30,155
ID2361,2024-10-31,124
ID2379,2024-01-31,144
ID2929,2023-06-30,138
ID0715,2024-10-31,117
ID1650,2023-02-28,114
ID0247,2024-07-31,386
ID1204,2023-12-31,78
ID2494,2023-02-28,105
ID2861,2022-12-31,89
ID0182,2023-07-31,484
ID3113,2024-03-31,130
ID3155,2023-05-31,214
ID0913,2024-02-29,164
ID0652,2024-08-31,141
ID1436,2023-03-31,100
ID1689,2024-02-29,152
ID3524,2024-02-29,79
ID1199,2024-05-31,164
ID1706,2024-10-31,37
ID0038,2023-10-31,45
ID2278,2022-10-31,314
ID2475,2024-06-30,75
ID1426,2023-11-30,100
ID1791,2023-01-31,88
ID2745,2023-12-31,22
ID1164,2024-05-31,147
ID0845,2023-12-31,108
ID0992,2024-01-31,52
ID1238,2023-01-31,105
ID1099,2024-04-30,19
ID1574,2023-11-30,110
ID0505,2024-10-31,128
ID1886,2022-11-30,83
ID4032,2024-03-31,95
ID1455,2023-10-31,190
ID3762,2023-07-31,96
ID3870,2024-04-30,85
ID3181,2023-06-30,90
ID0773,2023-01-31,121
ID3238,2023-09-30,163
ID0667,2024-01-31,98
ID1856,2023-01-31,152
ID1553,2023-11-30,95
ID3211,2023-06-30,50
ID1326,2024-06-30,30
ID3457,2023-09-30,190
ID2101,2024-07-31,178
ID2175,2022-11-30,134
ID2930,2024-05-31,120
ID3871,2023-07-31,56
ID2660,2023-12-31,942
ID1263,2023-02-28,126
ID2876,2024-09-30,146
ID0537,2023-10-31,71
ID0072,2023-04-30,349
ID3952,2024-07-31,84
ID2751,2024-04-30,95
ID3234,2023-08-31,39
ID3616,2023-10-31,68
ID1511,2024-07-31,63
ID2955,2022-10-31,109
ID2157,2022-12-31,55
ID2559,2023-09-30,220
ID3540,2023-03-31,292
ID3121,2023-08-31,286
ID1446,2023-03-31,27
ID1969,2023-05-31,546
ID3134,2022-11-30,99
ID0534,2023-05-31,101
ID1820,2023-03-31,160
ID0116,2022-11-30,73
ID2580,2022-11-30,78
ID1750,2023-11-30,69
ID0111,2023-07-31,143
ID3004,2022-11-30,70
ID2975,2024-06-30,118
ID0166,2024-08-31,123
ID3003,2024-07-31,63
ID2078,2024-10-31,109
ID0530,2023-09-30,146
ID2806,2022-10-31,137
ID2759,2023-11-30,
ID0462,2023-04-30,34
ID0960,2023-01-31,126
ID2875,2022-11-30,57
ID4023,2023-10-31,62
ID2808,2024-06-30,4
ID2893,2022-11-30,25
ID2840,2023-05-31,118
ID1948,2024-09-30,97
ID0395,2023-03-31,"1,197"
ID1384,2024-08-31,150
ID2830,2024-08-31,254
ID3821,2023-11-30,88
ID0186,2023-03-31,164
ID2348,2023-12-31,95
ID2649,2023-07-31,128
ID3526,2023-08-31,142
ID3071,2024-03-31,178
ID3593,2022-10-31,17
ID1304,2023-09-30,209
ID2953,2023-12-31,97
ID0950,2024-09-30,68
ID3977,2022-11-30,122
ID3561,2024-02-29,106
ID2837,2023-05-31,159
ID1956,2024-01-31,234
ID1328,2023-09-30,122
ID1939,2024-09-30,20
ID1269,2024-10-31,0
ID1811,2024-04-30,110
ID3727,2024-01-31,153
ID2840,2024-08-31,139
ID3012,2024-09-30,119
ID0139,2022-10-31,166
ID3262,2024-10-31,95
ID0754,2024-02-29,115
ID0789,2023-02-28,138
ID1272,2024-04-30,577
ID0226,2024-09-30,111
ID2293,2023-04-30,86
ID0254,2023-05-31,101
ID1274,2024-10-31,155
ID2186,2023-03-31,556
ID1795,2023-10-31,21
ID0389,2023-02-28,91
ID2014,2024-08-31,86
ID2129,2023-11-30,86
ID0447,2023-11-30,41
ID0034,2024-08-31,551
ID3450,2022-12-31,202
ID3343,2023-01-31,113
ID3025,2022-11-30,55
ID0964,2022-12-31,109
ID0282,2023-06-30,98
ID2984,2023-07-31,40
ID2850,2023-06-30,133
ID0424,2023-05-31,101
ID2531,2024-09-30,39
ID3290,2022-11-30,24
ID1149,2024-07-31,66
ID1890,2024-09-30,61
ID1212,2024-01-31,77
ID3955,2024-05-31,69
ID1994,2024-06-30,131
ID0460,2024-03-31,0
ID0920,2023-02-28,30
ID4060,2023-03-31,24
ID1959,2023-02-28,178
ID1755,2024-03-31,54
ID2594,2023-11-30,110
ID0918,2023-03-31,49
ID0795,2024-02-29,53
ID2855,2024-05-31,166
ID3598,2024-09-30,141
ID3548,2023-04-30,111
ID3232,2024-05-31,209
ID0720,2024-05-31,78
ID1919,2023-12-31,49
ID1256,2023-12-31,162
ID1926,2023-06-30,202
ID1402,2023-05-31,99
ID2426,2023-01-31,106
ID1176,2023-08-31,280
ID0416,2023-12-31,754
ID3932,2023-05-31,112
ID1624,2023-02-28,108
ID3489,2023-04-30,170
ID3441,2024-05-31,538
ID2635,2024-07-31,60
ID1844,2024-07-31,109
ID0498,2023-07-31,106
ID2495,2022-12-31,26
ID1068,2023-03-31,43
ID2738,2022-12-31,127
ID0051,2024-09-30,63
ID2047,2023-07-31,182
ID1289,2024-01-31,2
ID3019,2023-02-28,109
ID2505,2024-02-29,91
ID1760,2024-03-31,65
ID2491,2023-02-28,77
ID2993,2024-05-31,37
ID1602,2023-03-31,136
ID0899,2024-04-30,478
ID3797,2024-03-31,79
ID3482,2022-11-30,180
ID0157,2024-09-30,149
ID2581,2024-04-30,200
ID0860,2024-03-31,90
ID0087,2023-02-28,74
ID1865,2024-07-31,27
ID3335,2024-09-30,10
